paper_id,material_id,category,property_name,raw_value,normalized_value,unit,ea_type,confidence,page,section,sentence,source_type
Article 00.pdf,NONE,ELECTROCHEMICAL,Activation_Energy,"('0.6', 'eV')",0.6 eV,eV,unspecified,0.5,3,Methods,"It can be seen that the energy barriers are about 3.60 and 0.51 eV for a and c axis directions, respectively, which are a little lower than the LDA results ~4.2 and 0.6 eV!.",Text
Article 00.pdf,MAT_1,ELECTROCHEMICAL,Migration_Barrier,"('1.5', 'eV')",1.5 eV,eV,unspecified,0.6,1,Metadata/Header,"The calculations show that the energy barriers running along the c axis are about 0.6, 1.2, and 1.5 eV for LiFePO4 , FePO4 , and Li0.5FePO4 , respectively.",Text
Article 00.pdf,NONE,ELECTROCHEMICAL,Migration_Barrier,"('0.51', 'eV')",0.51 eV,eV,unspecified,0.5,3,Methods,"It can be seen that the energy barriers are about 3.60 and 0.51 eV for a and c axis directions, respectively, which are a little lower than the LDA results ~4.2 and 0.6 eV!.",Text
Article 00.pdf,NONE,DFT,Software,"('Crystal',)",Crystal,NONE,NONE,0.75,2,Methods,Crystal structure of,Caption
Article 00.pdf,MAT_1,DFT,Software,"('crystal',)",crystal,NONE,NONE,0.75,4,Methods,of the four species in LiFePO4 crystal as a function of time.,Text
Article 00.pdf,NONE,DFT,Software,"('VASP',)",VASP,NONE,NONE,0.5,1,Metadata/Header,"To investigate these questions, we performed ab initio density functional-based total energy calculations using the Vienna ab initio simulation package VASP.7,8 We use this code to solve the Kohn-Sham equations within the pseudo- potential approximation9 whereby the electrons are described in the local-density approximation ~LDA! or generalized gra- dient approximation ~GGA!",Text
Article 00.pdf,NONE,DFT,Software,"('CASTEP',)",CASTEP,NONE,NONE,0.5,3,Methods,"In the present work, we perform the full MD simulation with the CASTEP simulation packages,15 which is also plane- wave pseudopotential DFT based.",Text
Article 00.pdf,MAT_1,DFT,Functional,"('LDA',)",LDA,NONE,NONE,0.9,3,Methods,"As the energy barrier along c direction for LiFePO4 is lower than that of FePO4 and Li0.5FePO4 , the diffusion coefficient will be higher, which is consistent with Prosini’s experimental results.6 To test the reliability of the LDA obtained energy barriers, Fig. 2~d! shows the GGA results of LiFePO4 when the Li ion is pushed to move along the.",Text
Article 00.pdf,MAT_1,DFT,Functional,"('GGA',)",GGA,NONE,NONE,0.89,3,Methods,"As the energy barrier along c direction for LiFePO4 is lower than that of FePO4 and Li0.5FePO4 , the diffusion coefficient will be higher, which is consistent with Prosini’s experimental results.6 To test the reliability of the LDA obtained energy barriers, Fig. 2~d! shows the GGA results of LiFePO4 when the Li ion is pushed to move along the.",Text
Article 00.pdf,NONE,DFT,Pseudopotential,"('ultrasoft',)",ultrasoft,NONE,NONE,0.579,1,Metadata/Header,and ultrasoft pseudopotentials.10,Text
Article 00.pdf,NONE,DFT,Relaxation_Type,"('ionic relaxation',)",ionic relaxation,NONE,NONE,0.5,1,Metadata/Header,Table I presents the optimized structure after the ionic relaxation with conjugate gradient method.,Text
Article 00.pdf,NONE,DFT,SOC,"('Soc',)",Soc,NONE,NONE,0.5,4,Methods,Soc.,Text
Article 00.pdf,NONE,AIMD,Timestep,"('1', 'fs')",0.001 ps,ps,NONE,0.5,3,Methods,The equations of motion are integrated using the Verlet16 algorithm and the integration time step Dt is set to be 1 fs.,Text
Article 00.pdf,NONE,AIMD,Ensemble,"('NVT',)",NVT,NONE,NONE,0.5,3,Methods,"Simulations are carried out using the NVT ensemble with the temperature controlled with a Nose ́-Hoover thermostat.17 After local relaxations have been finished, simulation begins with T5273 K, and no obvious diffusion happed within the time scale of 1 ps.",Text
Article 00.pdf,NONE,AIMD,MSD_Mentioned,"('MSD',)",MSD,NONE,NONE,0.75,4,Methods,Figure 4 displays the mean square displacements ~MSD!,Caption
Article 00.pdf,MAT_1,SYNTHESIS,Method,"('Solid State',)",Solid State,NONE,NONE,0.616,1,Metadata/Header,"First-principles study of Li ion diffusion in LiFePO4 Chuying Ouyang,1,2 Siqi Shi,1 Zhaoxiang Wang,1 Xuejie Huang,1 and Liquan Chen1,* 1Laboratory for Solid State Ionics, Institute of Physics, Chinese Academy of Sciences, P.O. Box 603, Beijing 100080, China 2Physics Department, Jiangxi Normal University, Nanchang 330027, China ~Received 12 November 2003; revised manuscript received 16 December 2003; published 30 March 2004!",Text
Article 00.pdf,MAT_1,CHARACTERIZATION,Technique,"('GITT',)",GITT,NONE,NONE,0.15,1,Metadata/Header,Prosini et al.6 have de- termined the diffusion coefficient of lithium in LiFePO4 as a function of the lithium concentration using the galvanostatic intermittent titration technique ~GITT!,Text
Article 10.pdf,MAT_9,STRUCTURAL,Crystal_System,"('cubic',)",cubic,NONE,NONE,0.829,10,Methods,Fig. 6   a 400 K simulation of the cubic LLZO as shown in the clustering scheme [83].  ,Caption
Article 10.pdf,MAT_2,DFT,Software,"('Gaussian',)",Gaussian,NONE,NONE,0.929,16,Results,[109] extracted four impor- tant features by analyzing the partial incremental capacity and combined Gaussian process regression with nonlin- ear regression to predict the battery’s SOH.,Text
Article 10.pdf,NONE,DFT,Software,"('crystal',)",crystal,NONE,NONE,0.829,24,Results,"For example, AI could be used to fine-tune the composition and structure of the h-PAN@ MOF network, predicting how changes in the MOF crystal structure or the PAN fiber network would affect https://doi.org/10.1007/s40820-025-01797-y ©",Text
Article 10.pdf,NONE,DFT,Software,"('Crystal',)",Crystal,NONE,NONE,0.579,4,Methods,b Crystal structure diagram of spinel ­LiX2O4 and layered ­LiXO2 and cathode volume change predicted by PLS model and ab initio calculation,Text
Article 10.pdf,NONE,DFT,SOC,"('SOC',)",SOC,NONE,NONE,0.99,13,Results,"Taking the battery voltage and current as inputs, the real- time capacity was calculated to estimate the SOC.",Text
Article 10.pdf,NONE,DFT,SOC,"('Soc',)",Soc,NONE,NONE,0.616,30,Methods,Soc.,Text
Article 10.pdf,MAT_10,ML,Algorithm,"('neural network',)",neural network,NONE,NONE,0.99,14,Results,Fig. 7   a Model structure of backpropagation neural network (BPNN),Caption
Article 10.pdf,MAT_2,ML,Algorithm,"('Gaussian process',)",Gaussian process,NONE,NONE,0.929,16,Results,[109] extracted four impor- tant features by analyzing the partial incremental capacity and combined Gaussian process regression with nonlin- ear regression to predict the battery’s SOH.,Text
Article 10.pdf,NONE,ML,Algorithm,"('deep learning',)",deep learning,NONE,NONE,0.829,15,Results,"By leveraging deep learning to analyze a battery’s full life cycle data, this approach enables insights into the evolution of its internal health and facilitates early warning mechanisms [106, 107].",Text
Article 10.pdf,NONE,ML,Algorithm,"('LightGBM',)",LightGBM,NONE,NONE,0.779,19,Results,"[132] used AdaBoost, Gradient Boosting, XGBoost, LightGBM, CatBoost, and ensemble learning models to predict lithium-ion battery discharge capacity, aiming to improve energy-storage-system cost- effectiveness in large-scale applications.",Text
Article 10.pdf,NONE,ML,Algorithm,"('Gradient Boosting',)",Gradient Boosting,NONE,NONE,0.7,19,Results,"[132] used AdaBoost, Gradient Boosting, XGBoost, LightGBM, CatBoost, and ensemble learning models to predict lithium-ion battery discharge capacity, aiming to improve energy-storage-system cost- effectiveness in large-scale applications.",Text
Article 10.pdf,MAT_8,ML,Descriptor,"('structural fingerprint',)",structural fingerprint,NONE,NONE,0.5,9,Methods,"DL interatomic potential simulations have elucidated the “soft” lithium-hopping behavior induced by structural disorder in ­Li3PS4, establishing a machine learning-derived structural fingerprint (“softness”) to quantify ion migration dynamics",Text
Article 10.pdf,MAT_5,ML,Training_Size,"('40', None)",40,NONE,NONE,0.6,5,Methods,"mentarily, in an attempt to tackle the issue of the low rate- performance of nanostructured silicon as a high-capacity anode material for lithium-ion batteries and to gain in-depth insights into the factors governing lithium diffusion within amorphous lithium–silicon alloys, they leveraged a potential trained on 40,000 + ab initio calculations and visualized the delithiation process of lithium–silicon nanoparticles for the first time.",Text
Article 10.pdf,NONE,ML,Accuracy,"('0.5', '%')",0.50 %,%,NONE,0.5,16,Results,"By mapping the implicit dependence between volt- age variance and health state in time intervals, it shows higher prediction accuracy and faster computation speed with RMSE less than 0.5% compared to traditional artifi- cial neural networks.",Text
Article 10.pdf,NONE,ML,Accuracy,"('11', None)",11.00 %,%,NONE,0.5,19,Methods,The results indicated that the BL-ELM method can not only ensure the accuracy of estimation and prediction (Fig. 11f) but also save a significant amount of time.,Text
Article 10.pdf,NONE,ML,Precision,"('5', '%')",5.00 %,%,NONE,0.5,21,Methods,"Page 21 of 31  287 interfaces each at 50%), but requires complementary evalua- tion with precision and recall for imbalanced datasets (e.g., failure samples ≤ 5%).",Text
Article 10.pdf,NONE,ML,Recall,"('5', '%')",5.00 %,%,NONE,0.5,21,Methods,"Page 21 of 31  287 interfaces each at 50%), but requires complementary evalua- tion with precision and recall for imbalanced datasets (e.g., failure samples ≤ 5%).",Text
Article 10.pdf,MAT_17,ML,MAE,"('0.59',)",0.59,NONE,NONE,0.8,14,Results,"[103] combined the DWT with an L-M trained adaptive WNN to create a DWTLMBPNN for lithium-ion battery SOC estimation, achieving an MAE of 0.59% and a maximum error of 3.13% (Fig.",Text
Article 10.pdf,NONE,ML,MAE,"('0.60',)",0.6,NONE,NONE,0.7,19,Results,"prediction effect, with RMSE of 0.04, MAE of 0.60, and MAPE of 0.03.",Text
Article 10.pdf,NONE,ML,MAE,"('0.103',)",0.103,NONE,NONE,0.7,19,Results,"The results indi- cated that the LightGBM model had the lowest predic- tion MAE (0.103) and mean square error (MSE) (0.019),",Text
Article 10.pdf,MAT_3,ML,MAE,"('0.14',)",0.14,NONE,NONE,0.5,3,Methods,"(2025) 17:287 Page 3 of 31  287 techniques such as support vector machine (SVM), relevance vector machine (RVM), and neural network (NN), with the root-mean-square error (RMSE) and mean absolute error (MAE) being less than 0.14% and 0.36%, respectively.",Text
Article 10.pdf,NONE,ML,MAE,"('0.901',)",0.901,NONE,NONE,0.5,16,Methods,"without the need to manually construct feature information, and the MAE and mean absolute percentage error (MAPE) can reach 0.901% and 1.359%, respectively.",Text
Article 10.pdf,NONE,ML,RMSE,"('0.5',)",0.5,NONE,NONE,0.779,14,Results,The RMSE was reduced to 0.5%.,Text
Article 10.pdf,MAT_11,ML,RMSE,"('3.98',)",3.98,NONE,NONE,0.7,13,Results,"The RMSE was reduced to 3.98% at −20 °C NEDC, 3.62% at 10 °C NEDC, and 1.68% at 35 °C HSW (Fig. 7c).",Text
Article 10.pdf,NONE,ML,RMSE,"('1',)",1,NONE,NONE,0.7,14,Results,"The authors estimation results (Fig. 8b, c), and the RMSE was lower than 1%.",Text
Article 10.pdf,MAT_21,ML,RMSE,"('105',)",105,NONE,NONE,0.7,15,Results,"j, k SOC estimation under US06 at 0 °C and RMSE error values of each comparison model [105].",Text
Article 10.pdf,NONE,ML,RMSE,"('0.85',)",0.85,NONE,NONE,0.7,15,Results,"From the comparison of the prediction results of this model with those of other common models (Fig. 8j, k), it can be seen that this model has a better effect, with a RMSE of 0.85% at room temperature.",Text
Article 10.pdf,NONE,SYNTHESIS,Method,"('solid-state',)",solid-state,NONE,NONE,0.9,3,Methods,"Fig. 1   AI is applied in two aspects of solid-state batteries, material screening and performance evaluation.",Caption
Article 10.pdf,NONE,SYNTHESIS,Method,"('Solid-state',)",Solid-state,NONE,NONE,0.75,1,Metadata/Header,KEYWORDS  Solid-state batteries; Artificial intelligence; Deep learning; Material screening; Performance evaluation Sheng Wang and Jincheng Liu contributed equally to this work.,Text
Article 10.pdf,NONE,SYNTHESIS,Method,"('Solid-State',)",Solid-State,NONE,NONE,0.75,3,Methods,Solid-State Battery,Caption
Article 10.pdf,NONE,SYNTHESIS,Method,"('Solid State',)",Solid State,NONE,NONE,0.65,30,Methods,"Solid State Ion. 3, 429–430 (1981).",Text
Article 10.pdf,NONE,SYNTHESIS,Method,"('solid state',)",solid state,NONE,NONE,0.5,31,Methods,"P. Birke, F. Salam, S. Döring, W. Weppner, A first approach to a monolithic all solid state inorganic lithium battery.",Text
Article 10.pdf,NONE,CHARACTERIZATION,Technique,"('HRTEM',)",HRTEM,NONE,NONE,0.5,11,Methods,"ML mod- els like decision trees and random forests are good for simple tasks (e.g., classifying materials by conductivity), while DL models like CNNs are better for complex relationships (e.g., predicting interfacial stability from HRTEM images).",Text
Article 10.pdf,NONE,CHARACTERIZATION,Technique,"('XRD',)",XRD,NONE,NONE,0.15,11,Methods,"Generate high- quality data through experimental characterization (e.g., XRD for crystal structure and EIS for interfacial resistance) and literature mining on platforms such as Web of Science and Scopus.",Text
Article 10.pdf,NONE,CHARACTERIZATION,Technique,"('EIS',)",EIS,NONE,NONE,0.15,11,Methods,"Generate high- quality data through experimental characterization (e.g., XRD for crystal structure and EIS for interfacial resistance) and literature mining on platforms such as Web of Science and Scopus.",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_1,ELECTROCHEMICAL,Cycle_Life,"('200', 'cycles')",200,NONE,NONE,0.5,1,Introduction,"The main reason is that the balance of perfor­ mance depends on various parameters, and many known SSEs are limited by one or several key properties, such as relatively low ionic conductivity(σ<10−3 S/cm), shorter cycle life (<200 cycles), or poor interface compatibility (poor mechanical properties, mismatched coef­ ficients of thermal expansion, etc)",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_3,STRUCTURAL,Crystal_System,"('cubic',)",cubic,NONE,NONE,0.75,3,Introduction,"They also used Adaptive Boosting (AdaBoost), Least Absolute Shrinkage and Selection Operator (LASSO), and Bayesian ridge regression to predict the elastic constants of cubic crystal com­ pounds, identifying more than 20 candidates for inhibiting dendrite growth in lithium metal and four types of SSEs based on mechanical anisotropy at the interface.",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_3,DFT,Software,"('crystal',)",crystal,NONE,NONE,0.9,3,Introduction,"They also used Adaptive Boosting (AdaBoost), Least Absolute Shrinkage and Selection Operator (LASSO), and Bayesian ridge regression to predict the elastic constants of cubic crystal com­ pounds, identifying more than 20 candidates for inhibiting dendrite growth in lithium metal and four types of SSEs based on mechanical anisotropy at the interface.",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,DFT,Software,"('Crystal',)",Crystal,NONE,NONE,0.616,1,Metadata/Header,"Speeding up the development of solid state electrolyte by machine learning Qianyu Hua, Kunfeng Chena,⁎, Jinyu Lib, Tingting Zhaob,⁎, Feng Liangc,⁎, Dongfeng Xued,⁎ a Institute of Novel Semiconductors, State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China b College of Artificial Intelligence, Tianjin University of Science & Technology, Tianjin 300457, China c Key Laboratory for Nonferrous Vacuum Metallurgy of Yunnan Province, National Engineering Research Center of Vacuum Metallurgy, Faculty of Metallurgical and Energy Engineering Kunming University of Science and Technology, Kunming 650093, China d",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,DFT,Software,"('Gaussian',)",Gaussian,NONE,NONE,0.579,8,Introduction,GPR Gaussian Process Regression Applicable to small sample sizes.,Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,ML,Algorithm,"('deep learning',)",deep learning,NONE,NONE,0.99,11,Conclusion,"Currently, the design and synthesis of new materials without human assistance, using ML and experimental robots, has been achieved, with deep learning significantly accelerating the discovery of new materials.",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,ML,Algorithm,"('XGBoost',)",XGBoost,NONE,NONE,0.9,10,Introduction,The model of XGBoost used in XPS prediction.,Caption
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,ML,Algorithm,"('Neural Network',)",Neural Network,NONE,NONE,0.766,8,Introduction,RBFNN Radial Basis Function Neural Network Demonstrates good generalization on some problems.,Text
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_1,ML,Algorithm,"('SVM',)",SVM,NONE,NONE,0.64,3,Introduction,"[56] used SVM for transfer learning, identifying 20 billion lithium-containing candidates, some of which could be potential SSEs.",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,ML,Algorithm,"('Gradient Boosting',)",Gradient Boosting,NONE,NONE,0.616,8,Introduction,XGBoost Extreme Gradient Boosting Efficient training and prediction.,Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,ML,Descriptor,"('Coulomb matrix',)",Coulomb matrix,NONE,NONE,0.5,8,Introduction,This includes the Coulomb matrix,Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,ML,Descriptor,"('SOAP',)",SOAP,NONE,NONE,0.5,8,Introduction,"[95], Smooth Overlap of Atomic Positions (SOAP)",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,ML,Accuracy,"('88', None)",88.00 %,%,NONE,0.5,7,Introduction,"The combined use of various types of descriptors often provides more comprehensive information, thereby improving the accuracy and ro­ bustness of the predictive model [88].",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,SYNTHESIS,Method,"('solid-state',)",solid-state,NONE,NONE,0.8,1,Metadata/Header,"The discovery, synthesis and application of energetically favourable solid-state electrolytes has been bottlenecked by expensive trial-and-error approaches.",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,SYNTHESIS,Method,"('Solid-state',)",Solid-state,NONE,NONE,0.65,1,Metadata/Header,"I C L E I N F O A B S T R A C T Solid-state electrolytes have been demonstrated immense potential with their high density and safety for Li, Na batteries.",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,SYNTHESIS,Method,"('solid state',)",solid state,NONE,NONE,0.5,1,Metadata/Header,"Speeding up the development of solid state electrolyte by machine learning Qianyu Hua, Kunfeng Chena,⁎, Jinyu Lib, Tingting Zhaob,⁎, Feng Liangc,⁎, Dongfeng Xued,⁎ a Institute of Novel Semiconductors, State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China b College of Artificial Intelligence, Tianjin University of Science & Technology, Tianjin 300457, China c Key Laboratory for Nonferrous Vacuum Metallurgy of Yunnan Province, National Engineering Research Center of Vacuum Metallurgy, Faculty of Metallurgical and Energy Engineering Kunming University of Science and Technology, Kunming 650093, China d",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,SYNTHESIS,Method,"('Solid state',)",Solid state,NONE,NONE,0.5,1,Metadata/Header,Keywords: Solid state electrolyte Machine learning Machine learning model Database,Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,SYNTHESIS,Atmosphere,"('Vacuum',)",Vacuum,NONE,NONE,0.579,1,Metadata/Header,"Speeding up the development of solid state electrolyte by machine learning Qianyu Hua, Kunfeng Chena,⁎, Jinyu Lib, Tingting Zhaob,⁎, Feng Liangc,⁎, Dongfeng Xued,⁎ a Institute of Novel Semiconductors, State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China b College of Artificial Intelligence, Tianjin University of Science & Technology, Tianjin 300457, China c Key Laboratory for Nonferrous Vacuum Metallurgy of Yunnan Province, National Engineering Research Center of Vacuum Metallurgy, Faculty of Metallurgical and Energy Engineering Kunming University of Science and Technology, Kunming 650093, China d",Text
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,CHARACTERIZATION,Technique,"('XPS',)",XPS,NONE,NONE,0.75,10,Introduction,The model of XGBoost used in XPS prediction.,Caption
Speeding up the development of solid state electrolyte by machine learning.pdf,NONE,CHARACTERIZATION,Technique,"('Raman',)",Raman,NONE,NONE,0.5,6,Introduction,"[62] used unsupervised K-means clustering method analysis on hyperspec­ tral Raman spectra, effectively revealing the mechanical in-situ cross- linking of polyethylene oxide and woven glass microscopy, a composite solid-state electrolyte with excellent performance.",Text
Article 11.pdf,MAT_11,ELECTROCHEMICAL,Activation_Energy,"('0.48', 'eV')",0.48 eV,eV,unspecified,0.75,6,Methods,"Classical MD simulations123 found that the Li distribution on tetrahedral and octahedral sites in cubic LLZO just above the phase transition temperature closely resembles the ordered distribution in tetragonal LLZO, and that the network of partially occupied sites strongly contributes to high conductivity with an activation energy (Eact) of 0.48 eV. An unsupervised landmark analysis133 was used to detect Li-ion jumps in MD simulations of LLZO.",Text
Article 11.pdf,NONE,ELECTROCHEMICAL,Activation_Energy,"('0.3', 'eV')",0.3 eV,eV,unspecified,0.65,9,Methods,"These stud- ies largely identify structural features and compositions that promote fast-ion behaviour, which is typically a room-temperature conductivity of >1 mS cm–1 and an activation energy of <0.3 eV. Design strategies for fast-ion transport have traditionally focused on minimizing cation coordination changes in transport pathways.",Text
Article 11.pdf,MAT_14,ELECTROCHEMICAL,Migration_Barrier,"('0.27', 'eV')",0.27 eV,eV,unspecified,0.15,8,Methods,"For example, these methods revealed that Li-ion transport in LATP is dominated by concerted migrations of multiple ions with a low energy barrier of 0.27 eV (ref. 130) (Fig. 4b) and were used to investigate the influence of undercoordinated Li ions on the ionic conductivity of Li3Zr2Si2PO12 (ref. 150).",Text
Article 11.pdf,NONE,ELECTROCHEMICAL,Voltage,"('5', 'V')",5 V,V,NONE,0.7,2,Abstract,"In addition to the safety benefits of using a solid electrolyte in place of a combustible liquid electrolyte, solid-state batteries offer the potential advantage of using Li or Na metal anodes and high-voltage (>5 V) cathode materials to design high-energy-density batteries.",Text
Article 11.pdf,MAT_11,STRUCTURAL,Crystal_System,"('cubic',)",cubic,NONE,NONE,0.99,6,Methods,"Classical MD simulations123 found that the Li distribution on tetrahedral and octahedral sites in cubic LLZO just above the phase transition temperature closely resembles the ordered distribution in tetragonal LLZO, and that the network of partially occupied sites strongly contributes to high conductivity with an activation energy (Eact) of 0.48 eV. An unsupervised landmark analysis133 was used to detect Li-ion jumps in MD simulations of LLZO.",Text
Article 11.pdf,MAT_5,STRUCTURAL,Crystal_System,"('Monoclinic',)",Monoclinic,NONE,NONE,0.879,4,Abstract,In Cl6 UCl3-type Li-LaCl3 Monoclinic Na3ErCl6 Trigonal Na2ZrCl6 Cl-doped Na3PS4 Na3Zr2Si2PO12 Na2.4Er0.4Zr0.6Cl6 NaPF6–EC/PC,Text
Article 11.pdf,MAT_11,STRUCTURAL,Crystal_System,"('tetragonal',)",tetragonal,NONE,NONE,0.829,6,Methods,"Classical MD simulations123 found that the Li distribution on tetrahedral and octahedral sites in cubic LLZO just above the phase transition temperature closely resembles the ordered distribution in tetragonal LLZO, and that the network of partially occupied sites strongly contributes to high conductivity with an activation energy (Eact) of 0.48 eV. An unsupervised landmark analysis133 was used to detect Li-ion jumps in MD simulations of LLZO.",Text
Article 11.pdf,MAT_6,STRUCTURAL,Crystal_System,"('Trigonal',)",Trigonal,NONE,NONE,0.8,4,Abstract,In Cl6 UCl3-type Li-LaCl3 Monoclinic Na3ErCl6 Trigonal Na2ZrCl6 Cl-doped Na3PS4 Na3Zr2Si2PO12 Na2.4Er0.4Zr0.6Cl6 NaPF6–EC/PC,Text
Article 11.pdf,MAT_12,STRUCTURAL,Crystal_System,"('hexagonal',)",hexagonal,NONE,NONE,0.679,7,Methods,"d, Crystal structures (top) of Li3YCl6 with hexagonal close-packed (hcp)-like anion lattice and Li3YBr6 with face-centred cubic (fcc)-like anion lattice, superimposed with Li+ probability density marked by yellow isosurfaces from AIMD simulations, and their corresponding Li-ion migration pathways (bottom).",Text
Article 11.pdf,MAT_36,ELECTRONIC,DOS_Mentioned,"('density of states',)",density of states,NONE,NONE,0.6,12,Methods,"c, Projected density of states of selected grain boundaries in Li3OCl, Li2OHCl, Li3PS4 and Li3InCl6 and their corresponding bandgaps.",Text
Article 11.pdf,MAT_36,ELECTRONIC,PDOS_Mentioned,"('Projected density of states',)",Projected density of states,NONE,NONE,0.6,12,Methods,"c, Projected density of states of selected grain boundaries in Li3OCl, Li2OHCl, Li3PS4 and Li3InCl6 and their corresponding bandgaps.",Text
Article 11.pdf,NONE,DFT,Software,"('Crystal',)",Crystal,NONE,NONE,0.99,4,Abstract,2 | Crystal structures and ionic conductivities,Caption
Article 11.pdf,MAT_2,DFT,Software,"('crystal',)",crystal,NONE,NONE,0.95,3,Abstract,"It has two main crystal struc- tures, β-Al2O3 and β′′-Al2O3, with the latter generally exhibiting higher ionic conductivity (>10−2 S cm−1 at 300 °C for single crystals)37,38.",Text
Article 11.pdf,NONE,DFT,Software,"('Gaussian',)",Gaussian,NONE,NONE,0.5,6,Methods,"The main types of ML regression algorithms that are currently used for deriving effective ML potentials include artificial neural networks (such as Behler–Parrinelo networks108) using sets of symmetry func- tions that are inspired by the network of neurons in the brain, with the training composed of modifying the weights between these functions or neurons; kernel-based regression methods109, which encompass the Gaussian approximation potential framework, as well as automated Nature Reviews Materials | Volume 10 | August 2025 | 566–583 571 ‘on-the-fly’ potentials coupled to AIMD; and linear fitting, which describes an atomic structure by appropriate basis functions and encompasses moment tensor potential approaches110.",Text
Article 11.pdf,NONE,DFT,NEB,"('nudged elastic band',)",nudged elastic band,NONE,NONE,0.766,8,Methods,"Based on nudged elastic band calculations178, LLTO as a cathode coating was found to have low activation barriers of 0.23–0.39 eV for Li-ion diffusion over a range of Li concentrations.",Text
Article 11.pdf,MAT_3,DFT,NEB,"('Nudged elastic band',)",Nudged elastic band,NONE,NONE,0.5,8,Methods,"Nudged elastic band calculations revealed that the anion arrangement in this Li-ion conductor influences ion mobility139: the body-centred cubic (bcc)-like sulfide framework of LGPS provides a direct pathway between tetrahedral sites, leading to the lowest activation barrier (0.15 eV) compared with other pathways in close-packed anion frameworks, such as hexagonal close-packed (hcp) or fcc.",Text
Article 11.pdf,NONE,ML,Algorithm,"('neural network',)",neural network,NONE,NONE,0.5,6,Methods,"This area is currently under method development with, for example, the implementation of long-range electrostatic interactions in neural network potentials over the past 2–3 years106,107.",Text
Article 11.pdf,NONE,ML,Algorithm,"('Neural network',)",Neural network,NONE,NONE,0.5,8,Methods,"Neural network potentials were used to run up to 40-ns MD simulations that predicted a Li-ion sublattice phase transition at ~400 K, below which the ab-plane dif- fusivity is greatly reduced143.",Text
Article 11.pdf,NONE,ML,Training_Size,"('500', None)",500,NONE,NONE,0.15,5,Methods,"Modelling Synthesis Diffraction Electrochemistry Spectroscopy Microscopy Ab initio ML Potentials − + P B A B A Properties and outputs Structure Ion transport Doping and defects Stability Interfaces Materials design + − b Reference data Crystal structure and reference training data from DFT/AIMD (<500 atoms) for ML fitting algorithms ML potentials ML interatomic-potential-based atomistic MD simulations applied to >10,000 atoms and >1 ns",Text
Article 11.pdf,MAT_4,ML,R2,"('2',)",2,NONE,NONE,0.7,4,Abstract,Ti1.7 ( P O4)3 Li6 P S5 Cl Sodium solid electrolytes Oxides Sulfides Halides β-alumina NASICON Thiophosphate Na Al11 O17 Na3 Zr2 Si2,Text
Article 11.pdf,MAT_18,ML,R2,"('4',)",4,NONE,NONE,0.679,8,Methods,"MD simulations153 conducted on Na3ScxZr2–x(SiO4)2–x(PO4)1+x and Na2ScyZr2–y (SiO4)1–y(PO4)2+y (x, y = 0–1) showed that Na-ion diffusion is 3D in these materials and that ionic conductivity decreases with a higher Sc3+ concentration.",Text
Article 11.pdf,NONE,SYNTHESIS,Method,"('solid-state',)",solid-state,NONE,NONE,0.99,2,Abstract,"The solid-state battery, which uses a solid electrolyte rather than the flammable liquid electrolytes found in commercial Li-ion bat- teries, has the potential to improve the safety and energy density of Li-ion batteries4–6.",Text
Article 11.pdf,NONE,SYNTHESIS,Method,"('Solid-state',)",Solid-state,NONE,NONE,0.7,1,Abstract,"Solid-state batteries that use solid electrolytes are attracting interest for their potential safety, stability and high energy density, making them ideal for next-generation technologies including electric vehicles and grid-scale renewable energy storage.",Text
Article 11.pdf,NONE,SYNTHESIS,Atmosphere,"('vacuum',)",vacuum,NONE,NONE,0.5,11,Methods,Simulations of interfaces require the preparation of a surface slab that is placed in direct contact with either a vacuum (surface) or a slab of the same material (grain bound- ary) or a different material (heterogeneous interface) (Fig. 6a).,Text
Article 11.pdf,NONE,CHARACTERIZATION,Technique,"('NMR',)",NMR,NONE,NONE,0.766,8,Methods,Early MD and NMR work155 found that a series of interstitial sites correspond to the centres of tetrahedra of S/X atoms with the connectivity between sites identified as the key restriction to ionic conductivity.,Text
